time,hvac_oveZonSupWes_TZonHeaSet_u,hvac_oveZonSupWes_TZonCooSet_u,hvac_reaZonWes_TZon_y,hvac_oveZonSupCor_TZonHeaSet_u,hvac_oveZonSupCor_TZonCooSet_u,hvac_reaZonCor_TZon_y,hvac_oveZonSupEas_TZonHeaSet_u,hvac_oveZonSupEas_TZonCooSet_u,hvac_reaZonEas_TZon_y,hvac_oveZonSupNor_TZonHeaSet_u,hvac_oveZonSupNor_TZonCooSet_u,hvac_reaZonNor_TZon_y,hvac_oveZonSupSou_TZonHeaSet_u,hvac_oveZonSupSou_TZonCooSet_u,hvac_reaZonSou_TZon_y
1641600,285.15,303.15,292.1376035184908,285.15,303.15,292.9905250161353,285.15,303.15,292.2738249776387,285.15,303.15,291.8406484018524,285.15,303.15,292.3059239227845
1641630,285.15,303.15,292.13707263126776,285.15,303.15,292.9900737910907,285.15,303.15,292.2732573803245,285.15,303.15,291.840114597448,285.15,303.15,292.30521524199736
1641660,285.15,303.15,292.1365115928813,285.15,303.15,292.98962033748893,285.15,303.15,292.2726886130919,285.15,303.15,291.8395657978643,285.15,303.15,292.3045067884223
1641690,285.15,303.15,292.1359102748251,285.15,303.15,292.9891641207143,285.15,303.15,292.2721183357568,285.15,303.15,291.839007612753,285.15,303.15,292.30379796812605
1641720,285.15,303.15,292.135257727519,285.15,303.15,292.98870433320116,285.15,303.15,292.2715460306357,285.15,303.15,291.838443146652,285.15,303.15,292.3030882044599
1641750,285.15,303.15,292.1345470978306,285.15,303.15,292.9882403492365,285.15,303.15,292.27097125311064,285.15,303.15,291.83787594599903,285.15,303.15,292.3023769226139
1641780,285.15,303.15,292.13377288022616,285.15,303.15,292.98777156830636,285.15,303.15,292.2703935480958,285.15,303.15,291.83730909129434,285.15,303.15,292.30166355692637
1641810,285.15,303.15,292.1329308577569,285.15,303.15,292.9872974271296,285.15,303.15,292.26981245991277,285.15,303.15,291.8367450908664,285.15,303.15,292.30094756641626
1641840,285.15,303.15,292.1320179471163,285.15,303.15,292.98681740671987,285.15,303.15,292.2692275408867,285.15,303.15,291.8361859211822,285.15,303.15,292.3002284409399
1641870,285.15,303.15,292.1310320333464,285.15,303.15,292.9863310356174,285.15,303.15,292.2686383576935,285.15,303.15,291.83563310526114,285.15,303.15,292.29950570303157
1641900,285.15,303.15,292.12997182023895,285.15,303.15,292.98583789109483,285.15,303.15,292.26804449622324,285.15,303.15,291.83508779326013,285.15,303.15,292.29877890823127
1641930,285.15,303.15,292.1288367018952,285.15,303.15,292.9853375992287,285.15,303.15,292.26744556533987,285.15,303.15,291.83455083437514,285.15,303.15,292.2980476449009
1641960,285.15,303.15,292.12762665428266,285.15,303.15,292.98482983426493,285.15,303.15,292.26684119972356,285.15,303.15,291.8340228378212,285.15,303.15,292.2973115338352
1641990,285.15,303.15,292.12634214389647,285.15,303.15,292.9843143175143,285.15,303.15,292.2662310619287,285.15,303.15,291.8335042234704,285.15,303.15,292.29657022775933
1642020,285.15,303.15,292.1249840505302,285.15,303.15,292.98379081592776,285.15,303.15,292.26561484377373,285.15,303.15,291.83299526349606,285.15,303.15,292.29582341073956
1642050,285.15,303.15,292.12355360153776,285.15,303.15,292.98325914044267,285.15,303.15,292.26499226716555,285.15,303.15,291.832496116444,285.15,303.15,292.2950707975156
1642080,285.15,303.15,292.1220523154318,285.15,303.15,292.9827191441675,285.15,303.15,292.2643630844511,285.15,303.15,291.83200685501424,285.15,303.15,292.29431213275933
1642110,285.15,303.15,292.1204819530795,285.15,303.15,292.98217072044764,285.15,303.15,292.26372707837703,285.15,303.15,291.83152748864455,285.15,303.15,292.2935471902645
1642140,285.15,303.15,292.11884447509374,285.15,303.15,292.98161380084304,285.15,303.15,292.2630840617252,285.15,303.15,291.8310579818083,285.15,303.15,292.29277577207336
1642170,285.15,303.15,292.117142004261,285.15,303.15,292.9810483530408,285.15,303.15,292.2624338766867,285.15,303.15,291.83059826878144,285.15,303.15,292.29199770754735
1642200,285.15,303.15,292.11537679194373,285.15,303.15,292.980474378716,285.15,303.15,292.2617763940244,285.15,303.15,291.8301482654981,285.15,303.15,292.2912128523885
1642230,285.15,303.15,292.1135511871599,285.15,303.15,292.97989191134224,285.15,303.15,292.26111151206516,285.15,303.15,291.8297078790058,285.15,303.15,292.290421087617
1642260,285.15,303.15,292.11166760510764,285.15,303.15,292.97930101391825,285.15,303.15,292.2604391555528,285.15,303.15,291.8292770149336,285.15,303.15,292.28962231850875
1642290,285.15,303.15,292.1097284889598,285.15,303.15,292.97870177650117,285.15,303.15,292.25975927438014,285.15,303.15,291.82885558330935,285.15,303.15,292.2888164734919
1642320,285.15,303.15,292.10773642567125,285.15,303.15,292.9780943153422,285.15,303.15,292.25907184234205,285.15,303.15,291.8284435031127,285.15,303.15,292.2880035030774
1642350,285.15,303.15,292.10569403944083,285.15,303.15,292.977478771365,285.15,303.15,292.25837685590693,285.15,303.15,291.82804070577777,285.15,303.15,292.2871833788166
