time,hvac_oveZonSupWes_TZonHeaSet_u,hvac_oveZonSupWes_TZonCooSet_u,hvac_reaZonWes_TZon_y,hvac_oveZonSupCor_TZonHeaSet_u,hvac_oveZonSupCor_TZonCooSet_u,hvac_reaZonCor_TZon_y,hvac_oveZonSupEas_TZonHeaSet_u,hvac_oveZonSupEas_TZonCooSet_u,hvac_reaZonEas_TZon_y,hvac_oveZonSupNor_TZonHeaSet_u,hvac_oveZonSupNor_TZonCooSet_u,hvac_reaZonNor_TZon_y,hvac_oveZonSupSou_TZonHeaSet_u,hvac_oveZonSupSou_TZonCooSet_u,hvac_reaZonSou_TZon_y
1970-01-20 00:00:00,285.15,303.15,292.1376035184908,285.15,303.15,292.9905250161353,285.15,303.15,292.2738249776387,285.15,303.15,291.8406484018524,285.15,303.15,292.3059239227845
1970-01-20 00:00:30,285.15,303.15,292.13707263126776,285.15,303.15,292.9900737910907,285.15,303.15,292.2732573803245,285.15,303.15,291.840114597448,285.15,303.15,292.30521524199736
1970-01-20 00:01:00,285.15,303.15,292.1365115928813,285.15,303.15,292.98962033748893,285.15,303.15,292.2726886130919,285.15,303.15,291.8395657978643,285.15,303.15,292.3045067884223
1970-01-20 00:01:30,285.15,303.15,292.1359102748251,285.15,303.15,292.9891641207143,285.15,303.15,292.2721183357568,285.15,303.15,291.839007612753,285.15,303.15,292.30379796812605
1970-01-20 00:02:00,285.15,303.15,292.135257727519,285.15,303.15,292.98870433320116,285.15,303.15,292.2715460306357,285.15,303.15,291.838443146652,285.15,303.15,292.3030882044599
1970-01-20 00:02:30,285.15,303.15,292.1345470978306,285.15,303.15,292.9882403492365,285.15,303.15,292.27097125311064,285.15,303.15,291.83787594599903,285.15,303.15,292.3023769226139
1970-01-20 00:03:00,285.15,303.15,292.13377288022616,285.15,303.15,292.98777156830636,285.15,303.15,292.2703935480958,285.15,303.15,291.83730909129434,285.15,303.15,292.30166355692637
1970-01-20 00:03:30,285.15,303.15,292.1329308577569,285.15,303.15,292.9872974271296,285.15,303.15,292.26981245991277,285.15,303.15,291.8367450908664,285.15,303.15,292.30094756641626
1970-01-20 00:04:00,285.15,303.15,292.1320179471163,285.15,303.15,292.98681740671987,285.15,303.15,292.2692275408867,285.15,303.15,291.8361859211822,285.15,303.15,292.3002284409399
1970-01-20 00:04:30,285.15,303.15,292.1310320333464,285.15,303.15,292.9863310356174,285.15,303.15,292.2686383576935,285.15,303.15,291.83563310526114,285.15,303.15,292.29950570303157
1970-01-20 00:05:00,285.15,303.15,292.12997182023895,285.15,303.15,292.98583789109483,285.15,303.15,292.26804449622324,285.15,303.15,291.83508779326013,285.15,303.15,292.29877890823127
1970-01-20 00:05:30,285.15,303.15,292.1288367018952,285.15,303.15,292.9853375992287,285.15,303.15,292.26744556533987,285.15,303.15,291.83455083437514,285.15,303.15,292.2980476449009
1970-01-20 00:06:00,285.15,303.15,292.12762665428266,285.15,303.15,292.98482983426493,285.15,303.15,292.26684119972356,285.15,303.15,291.8340228378212,285.15,303.15,292.2973115338352
1970-01-20 00:06:30,285.15,303.15,292.12634214389647,285.15,303.15,292.9843143175143,285.15,303.15,292.2662310619287,285.15,303.15,291.8335042234704,285.15,303.15,292.29657022775933
1970-01-20 00:07:00,285.15,303.15,292.1249840505302,285.15,303.15,292.98379081592776,285.15,303.15,292.26561484377373,285.15,303.15,291.83299526349606,285.15,303.15,292.29582341073956
1970-01-20 00:07:30,285.15,303.15,292.12355360153776,285.15,303.15,292.98325914044267,285.15,303.15,292.26499226716555,285.15,303.15,291.832496116444,285.15,303.15,292.2950707975156
1970-01-20 00:08:00,285.15,303.15,292.1220523154318,285.15,303.15,292.9827191441675,285.15,303.15,292.2643630844511,285.15,303.15,291.83200685501424,285.15,303.15,292.29431213275933
1970-01-20 00:08:30,285.15,303.15,292.1204819530795,285.15,303.15,292.98217072044764,285.15,303.15,292.26372707837703,285.15,303.15,291.83152748864455,285.15,303.15,292.2935471902645
1970-01-20 00:09:00,285.15,303.15,292.11884447509374,285.15,303.15,292.98161380084304,285.15,303.15,292.2630840617252,285.15,303.15,291.8310579818083,285.15,303.15,292.29277577207336
1970-01-20 00:09:30,285.15,303.15,292.117142004261,285.15,303.15,292.9810483530408,285.15,303.15,292.2624338766867,285.15,303.15,291.83059826878144,285.15,303.15,292.29199770754735
1970-01-20 00:10:00,285.15,303.15,292.11537679194373,285.15,303.15,292.980474378716,285.15,303.15,292.2617763940244,285.15,303.15,291.8301482654981,285.15,303.15,292.2912128523885
1970-01-20 00:10:30,285.15,303.15,292.1135511871599,285.15,303.15,292.97989191134224,285.15,303.15,292.26111151206516,285.15,303.15,291.8297078790058,285.15,303.15,292.290421087617
1970-01-20 00:11:00,285.15,303.15,292.11166760510764,285.15,303.15,292.97930101391825,285.15,303.15,292.2604391555528,285.15,303.15,291.8292770149336,285.15,303.15,292.28962231850875
1970-01-20 00:11:30,285.15,303.15,292.1097284889598,285.15,303.15,292.97870177650117,285.15,303.15,292.25975927438014,285.15,303.15,291.82885558330935,285.15,303.15,292.2888164734919
1970-01-20 00:12:00,285.15,303.15,292.10773642567125,285.15,303.15,292.9780943153422,285.15,303.15,292.25907184234205,285.15,303.15,291.8284435031127,285.15,303.15,292.2880035030774
1970-01-20 00:12:30,285.15,303.15,292.10569403944083,285.15,303.15,292.977478771365,285.15,303.15,292.25837685590693,285.15,303.15,291.82804070577777,285.15,303.15,292.2871833788166
1970-01-20 00:13:00,285.15,303.15,292.10360394202985,285.15,303.15,292.9768553080189,285.15,303.15,292.25767433296045,285.15,303.15,291.82764713778323,285.15,303.15,292.28635609225216
1970-01-20 00:13:30,285.15,303.15,292.1014687173889,285.15,303.15,292.97622410896923,285.15,303.15,292.2569643115027,285.15,303.15,291.82726276246217,285.15,303.15,292.2855216538466
1970-01-20 00:14:00,285.15,303.15,292.0992909128588,285.15,303.15,292.9755853758456,285.15,303.15,292.256246848306,285.15,303.15,291.82688756116164,285.15,303.15,292.28468009189055
1970-01-20 00:14:30,285.15,303.15,292.09707303181136,285.15,303.15,292.97493932611616,285.15,303.15,292.2555220175518,285.15,303.15,291.8265215338729,285.15,303.15,292.28383145139924
1970-01-20 00:15:00,285.15,303.15,292.094817526887,285.15,303.15,292.9742861910994,285.15,303.15,292.25478990946846,285.15,303.15,291.82616469943616,285.15,303.15,292.2829757930081
1970-01-20 00:15:30,285.15,303.15,292.09252679384576,285.15,303.15,292.97362621410105,285.15,303.15,292.2540506289852,285.15,303.15,291.8258170954092,285.15,303.15,292.2821131918774
1970-01-20 00:16:00,285.15,303.15,292.0902031661575,285.15,303.15,292.97295964867,285.15,303.15,292.2533042944192,285.15,303.15,291.82547877767274,285.15,303.15,292.2812437366147
1970-01-20 00:16:30,285.15,303.15,292.0878489104084,285.15,303.15,292.9722867569626,285.15,303.15,292.252551036203,285.15,303.15,291.82514981983417,285.15,303.15,292.2803675282207
1970-01-20 00:17:00,285.15,303.15,292.0854662225497,285.15,303.15,292.9716078082131,285.15,303.15,292.25179099566225,285.15,303.15,291.82483031247926,285.15,303.15,292.2794846790642
1970-01-20 00:17:30,285.15,303.15,292.08305722497306,285.15,303.15,292.9709230773053,285.15,303.15,292.25102432384716,285.15,303.15,291.8245203623148,285.15,303.15,292.2785953118901
1970-01-20 00:18:00,285.15,303.15,292.08062396437447,285.15,303.15,292.97023284344453,285.15,303.15,292.25025118042083,285.15,303.15,291.8242200912359,285.15,303.15,292.27769955886254
1970-01-20 00:18:30,285.15,303.15,292.0781684105065,285.15,303.15,292.9695373889479,285.15,303.15,292.2494717326337,285.15,303.15,291.8239296354643,285.15,303.15,292.2767975606597
1970-01-20 00:19:00,285.15,303.15,292.0756924557839,285.15,303.15,292.96883699814543,285.15,303.15,292.2486861543779,285.15,303.15,291.82364914481093,285.15,303.15,292.2758894656117
1970-01-20 00:19:30,285.15,303.15,292.0731979153021,285.15,303.15,292.9681319563452,285.15,303.15,292.2478946252576,285.15,303.15,291.82337878180186,285.15,303.15,292.27497542884487
1970-01-20 00:20:00,285.15,303.15,292.07068652714474,285.15,303.15,292.96742254874846,285.15,303.15,292.24709732951476,285.15,303.15,291.8231187206236,285.15,303.15,292.274055611341
1970-01-20 00:20:30,285.15,303.15,292.0681599535533,285.15,303.15,292.9667090598755,285.15,303.15,292.2462944555662,285.15,303.15,291.822869146421,285.15,303.15,292.27313017950087
1970-01-20 00:21:00,285.15,303.15,292.0656197822061,285.15,303.15,292.9659917729012,285.15,303.15,292.2454861952055,285.15,303.15,291.82263025437817,285.15,303.15,292.27219930444477
1970-01-20 00:21:30,285.15,303.15,292.0630675278553,285.15,303.15,292.9652709687192,285.15,303.15,292.2446727428818,285.15,303.15,291.8224022488429,285.15,303.15,292.27126316125896
1970-01-20 00:22:00,285.15,303.15,292.06050463428096,285.15,303.15,292.9645469254291,285.15,303.15,292.2438542950639,285.15,303.15,291.82218534251024,285.15,303.15,292.27032192831757
1970-01-20 00:22:30,285.15,303.15,292.05793247649746,285.15,303.15,292.96381991785677,285.15,303.15,292.2430310496694,285.15,303.15,291.82197975565686,285.15,303.15,292.26937578668185
1970-01-20 00:23:00,285.15,303.15,292.0553523631569,285.15,303.15,292.96309021713125,285.15,303.15,292.2422032055517,285.15,303.15,291.8217857154196,285.15,303.15,292.2684249195614
1970-01-20 00:23:30,285.15,303.15,292.0527655391025,285.15,303.15,292.9623580903246,285.15,303.15,292.24137096204055,285.15,303.15,291.8216034551157,285.15,303.15,292.2674695118272
1970-01-20 00:24:00,285.15,303.15,292.0501731880263,285.15,303.15,292.9616238001515,285.15,303.15,292.2405345185293,285.15,303.15,291.82143321359706,285.15,303.15,292.26650974956715
1970-01-20 00:24:30,285.15,303.15,292.04757643519577,285.15,303.15,292.96088760472657,285.15,303.15,292.23969407410874,285.15,303.15,291.82127523463475,285.15,303.15,292.26554581968315
1970-01-20 00:25:00,285.15,303.15,292.0449763502144,285.15,303.15,292.96014975737336,285.15,303.15,292.23884982724206,285.15,303.15,291.8211297663247,285.15,303.15,292.26457790952475
1970-01-20 00:25:30,285.15,303.15,292.042373949787,285.15,303.15,292.95941050648076,285.15,303.15,292.23800197548013,285.15,303.15,291.82099706050985,285.15,303.15,292.26360620655873
1970-01-20 00:26:00,285.15,303.15,292.0397702004637,285.15,303.15,292.9586700954008,285.15,303.15,292.2371507152115,285.15,303.15,291.8208773722083,285.15,303.15,292.26263089807236
1970-01-20 00:26:30,285.15,303.15,292.0371660463405,285.15,303.15,292.95792878536395,285.15,303.15,292.2362962729677,285.15,303.15,291.8207709840206,285.15,303.15,292.26165219233167
1970-01-20 00:27:00,285.15,303.15,292.03456234819095,285.15,303.15,292.9571868001311,285.15,303.15,292.2354388288092,285.15,303.15,291.82067814565335,285.15,303.15,292.2606702661576
1970-01-20 00:27:30,285.15,303.15,292.03195992117753,285.15,303.15,292.956444347153,285.15,303.15,292.2345785462494,285.15,303.15,291.82059909534775,285.15,303.15,292.25968528576294
1970-01-20 00:28:00,285.15,303.15,292.0293595528819,285.15,303.15,292.9557016439793,285.15,303.15,292.2337156080337,285.15,303.15,291.82053408878176,285.15,303.15,292.25869743069615
1970-01-20 00:28:30,285.15,303.15,292.02676200189785,285.15,303.15,292.9549589139915,285.15,303.15,292.2328502100346,285.15,303.15,291.8204833942686,285.15,303.15,292.25770688933824
1970-01-20 00:29:00,285.15,303.15,292.02416799008415,285.15,303.15,292.9542163728389,285.15,303.15,292.23198254238366,285.15,303.15,291.820447276702,285.15,303.15,292.25671384609217
1970-01-20 00:29:30,285.15,303.15,292.0215782030027,285.15,303.15,292.95347422642413,285.15,303.15,292.2311127864973,285.15,303.15,291.8204259941037,285.15,303.15,292.2557184794511
1970-01-20 00:30:00,285.15,303.15,292.0189932954339,285.15,303.15,292.95273267609986,285.15,303.15,292.2302411220669,285.15,303.15,291.8204198025588,285.15,303.15,292.2547209666918
1970-01-20 00:30:30,285.15,303.15,292.01641389466965,285.15,303.15,292.9519919207057,285.15,303.15,292.2293677297436,285.15,303.15,291.82042895770564,285.15,303.15,292.2537214855712
1970-01-20 00:31:00,285.15,303.15,292.013840601012,285.15,303.15,292.9512521547172,285.15,303.15,292.22849278848696,285.15,303.15,291.8204537116121,285.15,303.15,292.2527202124498
1970-01-20 00:31:30,285.15,303.15,292.0112739770508,285.15,303.15,292.9505135651383,285.15,303.15,292.22761647079386,285.15,303.15,291.8204943117836,285.15,303.15,292.25171731920756
1970-01-20 00:32:00,285.15,303.15,292.00871459771264,285.15,303.15,292.94977635320254,285.15,303.15,292.2267389736323,285.15,303.15,291.8205510111481,285.15,303.15,292.2507129934658
1970-01-20 00:32:30,285.15,303.15,292.0061629840835,285.15,303.15,292.94904069034726,285.15,303.15,292.2258604564526,285.15,303.15,291.8206240337413,285.15,303.15,292.2497073975544
1970-01-20 00:33:00,285.15,303.15,292.00361961756937,285.15,303.15,292.9483067266349,285.15,303.15,292.22498105357045,285.15,303.15,291.820713579844,285.15,303.15,292.24870067654757
1970-01-20 00:33:30,285.15,303.15,292.0010849954127,285.15,303.15,292.9475746433721,285.15,303.15,292.22410094641333,285.15,303.15,291.82081987100685,285.15,303.15,292.24769300660694
1970-01-20 00:34:00,285.15,303.15,291.9985595877628,285.15,303.15,292.94684460960036,285.15,303.15,292.2232203033551,285.15,303.15,291.8209431099827,285.15,303.15,292.24668455468037
1970-01-20 00:34:30,285.15,303.15,291.9960438440032,285.15,303.15,292.94611678708964,285.15,303.15,292.2223392866912,285.15,303.15,291.82108348334475,285.15,303.15,292.2456754831602
1970-01-20 00:35:00,285.15,303.15,291.9935381954802,285.15,303.15,292.9453913320133,285.15,303.15,292.2214580550491,285.15,303.15,291.82124116112726,285.15,303.15,292.2446659514613
1970-01-20 00:35:30,285.15,303.15,291.99104305684375,285.15,303.15,292.9446683953339,285.15,303.15,292.22057676405467,285.15,303.15,291.8214162952495,285.15,303.15,292.2436561164375
1970-01-20 00:36:00,285.15,303.15,291.98855882694227,285.15,303.15,292.9439481226868,285.15,303.15,292.2196955665062,285.15,303.15,291.8216090175113,285.15,303.15,292.2426461324725
1970-01-20 00:36:30,285.15,303.15,291.9860858895913,285.15,303.15,292.94323065503846,285.15,303.15,292.218814612434,285.15,303.15,291.82181943740966,285.15,303.15,292.241636151492
1970-01-20 00:37:00,285.15,303.15,291.983624614359,285.15,303.15,292.94251612977797,285.15,303.15,292.21793404919504,285.15,303.15,291.82204763988057,285.15,303.15,292.24062632299473
1970-01-20 00:37:30,285.15,303.15,291.9811753571213,285.15,303.15,292.94180467866033,285.15,303.15,292.2170540214025,285.15,303.15,291.8222936827862,285.15,303.15,292.23961679398025
1970-01-20 00:38:00,285.15,303.15,291.97873846050095,285.15,303.15,292.9410964274791,285.15,303.15,292.21617467079506,285.15,303.15,291.82255759423805,285.15,303.15,292.23860770883664
1970-01-20 00:38:30,285.15,303.15,291.9763142542606,285.15,303.15,292.9403914959282,285.15,303.15,292.21529613608044,285.15,303.15,291.8228393697868,285.15,303.15,292.23759920921043
1970-01-20 00:39:00,285.15,303.15,291.9739030556827,285.15,303.15,292.9396899974554,285.15,303.15,292.21441855278573,285.15,303.15,291.82313896951075,285.15,303.15,292.23659143387795
1970-01-20 00:39:30,285.15,303.15,291.97150516993105,285.15,303.15,292.93899203906335,285.15,303.15,292.21354205309837,285.15,303.15,291.8234563149962,285.15,303.15,292.235584518609
1970-01-20 00:40:00,285.15,303.15,291.9691208904099,285.15,303.15,292.93829772107307,285.15,303.15,292.2126667657123,285.15,303.15,291.82379128622625,285.15,303.15,292.23457859603144
1970-01-20 00:40:30,285.15,303.15,291.96675049911136,285.15,303.15,292.93760713684713,285.15,303.15,292.21179281566253,285.15,303.15,291.8241437183739,285.15,303.15,292.23357379548634
1970-01-20 00:41:00,285.15,303.15,291.96439426696213,285.15,303.15,292.9369203724852,285.15,303.15,292.210920324155,285.15,303.15,291.8245133985103,285.15,303.15,292.23257024287847
1970-01-20 00:41:30,285.15,303.15,291.96205245416616,285.15,303.15,292.93623750649095,285.15,303.15,292.21004940838253,285.15,303.15,291.82490006223327,285.15,303.15,292.23156806051657
1970-01-20 00:42:00,285.15,303.15,291.959725310555,285.15,303.15,292.9355586094222,285.15,303.15,292.2091801813368,285.15,303.15,291.8253033902312,285.15,303.15,292.2305673669495
1970-01-20 00:42:30,285.15,303.15,291.95741307593903,285.15,303.15,292.93488374351483,285.15,303.15,292.2083127516014,285.15,303.15,291.8257230047848,285.15,303.15,292.2295682767889
1970-01-20 00:43:00,285.15,303.15,291.955115980472,285.15,303.15,292.9342129622953,285.15,303.15,292.2074472231387,285.15,303.15,291.8261584662267,285.15,303.15,292.22857090052736
1970-01-20 00:43:30,285.15,303.15,291.9528342450274,285.15,303.15,292.9335463101763,285.15,303.15,292.2065836950647,285.15,303.15,291.82660926937103,285.15,303.15,292.22757534434777
1970-01-20 00:44:00,285.15,303.15,291.95056808158864,285.15,303.15,292.93288382203866,285.15,303.15,292.20572226141013,285.15,303.15,291.8270748399236,285.15,303.15,292.2265817099235
1970-01-20 00:44:30,285.15,303.15,291.9483176936585,285.15,303.15,292.9322255228065,285.15,303.15,292.2048630108758,285.15,303.15,291.82755453089857,285.15,303.15,292.2255900942146
1970-01-20 00:45:00,285.15,303.15,291.94608327668567,285.15,303.15,292.9315714270108,285.15,303.15,292.2040060265738,285.15,303.15,291.8280476190511,285.15,303.15,292.22460058925515
1970-01-20 00:45:30,285.15,303.15,291.94386501851034,285.15,303.15,292.9309215383485,285.15,303.15,292.2031513857607,285.15,303.15,291.82855330135294,285.15,303.15,292.2236132819356
1970-01-20 00:46:00,285.15,303.15,291.94166309983234,285.15,303.15,292.93027584924124,285.15,303.15,292.2022991595663,285.15,303.15,291.82907069153543,285.15,303.15,292.2226282537836
1970-01-20 00:46:30,285.15,303.15,291.9394776946943,285.15,303.15,292.929634340388,285.15,303.15,292.201449412708,285.15,303.15,291.8295988167205,285.15,303.15,292.22164558073564
1970-01-20 00:47:00,285.15,303.15,291.9373089709882,285.15,303.15,292.92899698032704,285.15,303.15,292.200602203207,285.15,303.15,291.83013661418323,285.15,303.15,292.2206653329124
1970-01-20 00:47:30,285.15,303.15,291.93515709097414,285.15,303.15,292.92836372499653,285.15,303.15,292.1997575820908,285.15,303.15,291.830682928277,285.15,303.15,292.21968757438657
1970-01-20 00:48:00,285.15,303.15,291.93302221181983,285.15,303.15,292.92773451731244,285.15,303.15,292.1989155931014,285.15,303.15,291.83123650759427,285.15,303.15,292.2187123629565
1970-01-20 00:48:30,285.15,303.15,291.9309044861495,285.15,303.15,292.9271092867555,285.15,303.15,292.19807627239277,285.15,303.15,291.8317960024469,285.15,303.15,292.21773974991595
1970-01-20 00:49:00,285.15,303.15,291.92880406261014,285.15,303.15,292.9264879489895,285.15,303.15,292.1972396482384,285.15,303.15,291.8323599628656,285.15,303.15,292.21676977983253
1970-01-20 00:49:30,285.15,303.15,291.92672108644337,285.15,303.15,292.925870405511,285.15,303.15,292.1964057407312,285.15,303.15,291.8329268375618,285.15,303.15,292.21580249032553
