time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y
28857600,2.51E-20,0,2.95E-08
28857630,3.03E-22,0,3.25E-09
28857660,3.65E-24,0,3.58E-10
28857690,5.05E-26,1.41E-10,0
28857720,2.21E-27,2.95E-11,0
28857750,1.33E-28,0,2.18E-12
28857780,1.84E-27,2.70E-11,0
28857810,5.04E-28,1.42E-11,0
28857840,7.08E-33,0,1.60E-14
28857870,3.94E-30,0,3.78E-13
28857900,2.82E-32,1.07E-13,0
28857930,1.22E-31,2.23E-13,0
28857960,1.79E-34,8.54E-15,0
28857990,1.87E-33,0,8.31E-15
28858020,1.12E-35,0,6.43E-16
28858050,3.59E-35,3.86E-15,0
28858080,7.41E-37,5.55E-16,0
28858110,5.79E-37,0,1.47E-16
28858140,2.50E-38,0,3.07E-17
28858170,9.31E-39,6.25E-17,0
28858200,7.52E-40,1.78E-17,0
28858230,1.36E-40,0,2.28E-18
28858260,1.95E-41,0,8.63E-19
28858290,1.85E-42,8.87E-19,0
28858320,4.68E-43,4.47E-19,0
28858350,2.20E-44,0,2.92E-20
28858380,1.05E-44,0,2.01E-20
28858410,2.16E-46,9.67E-21,0
28858440,2.22E-46,9.80E-21,0
28858470,1.43E-48,0,2.37E-22
28858500,4.47E-48,0,4.19E-22
28858530,2.33E-51,3.19E-23,0
28858560,8.63E-50,1.94E-22,0
28858590,8.96E-53,6.27E-24,0
28858620,1.59E-51,0,7.94E-24
28858650,1.21E-53,0,6.93E-25
28858680,2.82E-53,3.53E-24,0
28858710,5.88E-55,5.10E-25,0
28858740,4.76E-55,0,1.38E-25
28858770,2.04E-56,0,2.86E-26
28858800,7.63E-57,5.83E-26,0
28858830,5.94E-58,1.63E-26,0
28858860,1.15E-58,0,2.15E-27
28858890,1.55E-59,0,7.89E-28
28858920,1.62E-60,8.51E-28,0
28858950,3.73E-61,4.08E-28,0
28858980,2.06E-62,0,2.88E-29
28859010,8.44E-63,0,1.84E-29
28859040,2.25E-64,1.00E-29,0
28859070,1.82E-64,9.03E-30,0
28859100,1.88E-66,0,2.75E-31
28859130,3.75E-66,0,3.89E-31
28859160,6.55E-68,1.71E-31,0
28859190,3.87E-69,0,1.25E-32
28859220,3.73E-70,1.29E-32,0
28859250,1.14E-72,7.15E-34,0
28859280,1.34E-71,0,7.34E-34
28859310,7.23E-71,5.69E-33,0
28859340,3.62E-75,0,1.21E-35
28859370,1.96E-78,0,2.81E-37
28859400,1.07E-79,0,6.56E-38
28859430,1.89E-81,0,8.71E-39
28859460,3.98E-81,4.21E-38,0
28859490,7.40E-80,0,5.44E-38
28859520,3.24E-81,0,1.14E-38
28859550,5.29E-84,1.53E-39,0
28859580,1.07E-83,2.18E-39,0
28859610,2.74E-85,3.48E-40,0
28859640,3.65E-87,0,1.20E-41
28859670,1.40E-87,0,7.45E-42
28859700,1.73E-89,0,8.27E-43
28859730,1.11E-90,6.99E-43,0
28859760,1.62E-91,2.66E-43,0
28859790,5.25E-94,1.51E-44,0
28859820,2.45E-94,0,3.10E-45
28859850,1.59E-95,0,7.88E-46
28859880,3.28E-99,3.76E-47,0
28859910,4.40E-98,1.38E-46,0
28859940,1.18E-99,2.26E-47,0
28859970,2.12E-101,0,9.05E-49
28860000,6.69E-102,0,5.07E-49
28860030,4.60E-104,0,4.19E-50
28860060,9.91E-105,6.48E-50,0
28860090,8.57E-106,1.90E-50,0
28860120,4.04E-110,0,3.91E-53
28860150,2.78E-108,0,3.24E-52
28860180,8.81E-110,0,5.75E-53
28860210,9.41E-112,1.98E-53,0
28860240,1.94E-113,0,8.50E-55
28860270,7.30E-115,5.49E-55,0
28860300,7.59E-116,0,5.30E-56
28860330,1.43E-118,7.66E-57,0
28860360,2.97E-118,1.10E-56,0
28860390,3.23E-118,1.15E-56,0
28860420,4.16E-118,1.30E-56,0
28860450,3.81E-120,0,3.71E-58
28860480,9.05E-120,0,5.71E-58
28860510,2.68E-122,1.03E-58,0
28860540,8.91E-124,1.88E-59,0
28860570,1.37E-124,0,2.21E-60
28860600,1.66E-123,2.55E-59,0
28860630,4.95E-124,1.39E-59,0
28860660,3.36E-126,1.14E-60,0
28860690,7.81E-126,1.74E-60,0
28860720,3.10E-126,0,3.28E-61
28860750,2.08E-126,8.93E-61,0
28860780,2.81E-124,0,3.11E-60
28860810,9.10E-125,0,1.76E-60
28860840,8.84E-128,0,5.48E-62
28860870,6.14E-127,4.80E-61,0
28860900,1.52E-129,0,7.15E-63
28860930,1.94E-128,0,2.55E-62
28860960,9.34E-131,0,1.76E-63
28860990,2.78E-130,1.01E-62,0
28861020,3.20E-132,1.08E-63,0
28861050,5.23E-132,0,4.14E-64
28861080,1.55E-133,0,7.11E-65
28861110,8.11E-134,1.71E-64,0
28861140,4.55E-135,4.04E-65,0
28861170,1.27E-135,0,6.40E-66
28861200,1.25E-136,0,2.00E-66
28861230,1.82E-137,2.53E-66,0
28861260,3.05E-138,1.04E-66,0
28861290,2.43E-139,0,8.74E-68
28861320,7.00E-140,0,4.68E-68
28861350,2.87E-141,3.16E-68,0
28861380,1.51E-141,2.28E-68,0
28861410,2.86E-143,0,9.41E-70
28861440,3.13E-143,0,9.81E-70
28861470,2.03E-145,2.63E-70,0
28861500,6.21E-145,4.59E-70,0
28861530,5.03E-148,0,3.91E-72
28861560,1.19E-146,0,1.90E-71
28861590,5.27E-150,0,3.98E-73
28861620,2.21E-148,8.57E-72,0
28861650,1.08E-150,5.97E-73,0
28861680,3.96E-150,0,3.43E-73
28861710,5.68E-152,0,4.10E-74
28861740,6.88E-152,1.50E-73,0
28861770,2.05E-153,2.59E-74,0
28861800,1.16E-153,0,5.81E-75
28861830,6.16E-155,0,1.34E-75
28861860,1.87E-155,2.45E-75,0
28861890,1.65E-156,7.28E-76,0
28861920,2.90E-157,0,9.13E-77
28861950,4.12E-158,0,3.43E-77
28861980,4.27E-159,3.68E-77,0
28862010,9.72E-160,1.75E-77,0
28862040,5.85E-161,0,1.29E-78
28862070,2.20E-161,0,7.87E-79
28862100,7.25E-163,4.76E-79,0
28862130,4.79E-163,3.86E-79,0
28862160,7.64E-165,0,1.46E-80
28862190,1.02E-164,0,1.68E-80
28862220,5.85E-167,4.24E-81,0
28862250,2.09E-166,8.01E-81,0
28862280,1.71E-169,0,6.85E-83
28862310,4.21E-168,0,3.40E-82
28862340,1.29E-171,0,5.93E-84
28862370,8.26E-170,1.58E-82,0
28862400,3.35E-172,1.01E-83,0
28862430,1.58E-171,0,6.53E-84
28862460,1.97E-173,0,7.28E-85
28862490,2.93E-173,2.96E-84,0
28862520,7.79E-175,4.81E-85,0
28862550,5.28E-175,0,1.19E-85
28862580,2.55E-176,0,2.60E-86
28862610,9.15E-177,5.19E-86,0
28862640,7.46E-178,1.48E-86,0
28862670,1.51E-178,0,2.00E-87
28862700,2.01E-179,0,7.27E-88
28862730,2.35E-180,8.28E-88,0
28862760,5.12E-181,3.86E-88,0
28862790,3.37E-182,0,2.96E-89
28862820,1.24E-182,0,1.80E-89
28862850,4.27E-184,1.11E-89,0
28862880,2.88E-184,9.10E-90,0
28862910,4.39E-186,0,3.36E-91
28862940,6.44E-186,0,4.07E-91
28862970,2.88E-188,9.05E-92,0
28863000,1.39E-187,1.99E-91,0
28863030,2.43E-191,0,7.86E-94
28863060,2.88E-189,0,8.56E-93
28863090,4.50E-192,0,3.38E-94
28863120,5.76E-191,4.02E-93,0
28863150,5.03E-193,3.75E-94,0
28863180,1.10E-192,0,1.67E-94
28863210,2.51E-194,0,2.51E-95
28863240,2.03E-194,7.51E-95,0
28863270,9.30E-196,1.61E-95,0
28863300,3.52E-196,0,2.96E-96
28863330,2.93E-197,0,8.53E-97
28863360,5.74E-198,1.26E-96,0
28863390,8.28E-199,4.77E-97,0
28863420,8.61E-200,0,4.61E-98
28863450,2.16E-200,0,2.31E-98
28863480,1.15E-201,1.77E-98,0
28863510,5.30E-202,1.20E-98,0
28863540,1.27E-203,0,5.57E-100
28863570,1.23E-203,0,5.49E-100
28863600,9.65E-206,1.62E-100,0
28863630,2.72E-205,2.71E-100,0
28863660,2.14E-208,0,2.28E-102
28863690,5.73E-207,0,1.18E-101
28863720,5.17E-210,0,3.54E-103
28863750,1.15E-208,5.57E-102,0
28863780,9.02E-211,4.92E-103,0
28863810,2.20E-210,0,2.31E-103
28863840,4.97E-212,0,3.46E-104
28863870,3.99E-212,1.03E-103,0
28863900,1.91E-213,2.26E-104,0
28863930,6.79E-214,0,4.04E-105
28863960,6.09E-215,0,1.21E-105
28863990,1.07E-215,1.69E-105,0
28864020,1.72E-216,6.76E-106,0
28864050,1.53E-217,0,6.04E-107
28864080,4.47E-218,0,3.26E-107
28864110,1.88E-219,2.23E-107,0
28864140,1.08E-219,1.69E-107,0
28864170,1.80E-221,0,6.53E-109
28864200,2.46E-221,0,7.64E-109
28864230,9.50E-224,1.58E-109,0
28864260,5.31E-223,3.74E-109,0
28864290,1.67E-230,0,1.98E-113
28864320,1.09E-224,0,1.60E-110
28864350,3.96E-227,0,9.67E-112
28864380,2.11E-226,7.43E-111,0
28864410,3.18E-228,9.12E-112,0
28864440,3.88E-228,0,3.02E-112
28864470,1.41E-229,0,5.75E-113
28864500,6.69E-230,1.32E-112,0
28864530,4.81E-231,3.54E-113,0
28864560,1.07E-231,0,5.01E-114
28864590,1.42E-232,0,1.82E-114
28864620,1.56E-233,2.01E-114,0
28864650,3.78E-234,9.91E-115,0
28864680,1.97E-235,0,6.79E-116
28864710,9.30E-236,0,4.66E-116
28864740,1.99E-237,2.27E-116,0
28864770,2.14E-237,2.36E-116,0
28864800,1.24E-239,0,5.36E-118
28864830,4.66E-239,0,1.04E-117
28864860,6.38E-243,4.06E-119,0
28864890,9.57E-241,4.97E-118,0
28864920,2.42E-243,2.50E-119,0
28864950,1.86E-242,0,2.08E-119
28864980,2.40E-244,0,2.36E-120
28865010,3.42E-244,9.40E-120,0
28865040,1.13E-245,1.70E-120,0
28865070,5.90E-246,0,3.70E-121
28865100,3.96E-247,0,9.59E-122
28865130,9.43E-248,1.56E-121,0
28865160,1.18E-248,5.52E-122,0
28865190,1.37E-249,0,5.63E-123
28865220,3.17E-250,0,2.71E-123
28865250,1.73E-251,2.11E-123,0
28865280,7.82E-252,1.42E-123,0
28865310,1.74E-253,0,6.35E-125
28865340,1.80E-253,0,6.46E-125
28865370,1.08E-255,1.66E-125,0
28865400,3.90E-255,3.17E-125,0
28865430,5.76E-259,0,1.16E-127
28865460,7.98E-257,0,1.36E-126
28865490,2.05E-259,0,6.88E-128
28865520,1.55E-258,6.31E-127,0
28865550,2.03E-260,7.22E-128,0
28865580,2.82E-260,0,2.56E-128
28865610,9.49E-262,0,4.69E-129
28865640,4.82E-262,1.11E-128,0
28865670,3.32E-263,2.92E-129,0
28865700,7.61E-264,0,4.20E-130
28865730,9.85E-265,0,1.51E-130
28865760,1.09E-265,1.67E-130,0
28865790,2.62E-266,8.22E-131,0
28865820,1.34E-267,0,5.58E-132
28865850,6.41E-268,0,3.86E-132
28865880,1.31E-269,1.84E-132,0
28865910,1.46E-269,1.94E-132,0
28865940,7.39E-272,0,4.15E-134
28865970,3.14E-271,0,8.55E-134
28866000,1.03E-275,1.64E-135,0
28866030,6.38E-273,4.06E-134,0
28866060,2.11E-275,2.33E-135,0
28866090,1.22E-274,0,1.69E-135
28866120,1.82E-276,0,2.06E-136
28866150,2.20E-276,7.55E-136,0
28866180,8.16E-278,1.45E-136,0
28866210,3.71E-278,0,2.94E-137
28866240,2.78E-279,0,8.06E-138
28866270,5.75E-280,1.22E-137,0
28866300,8.11E-281,4.59E-138,0
28866330,8.03E-282,0,4.34E-139
28866360,2.12E-282,0,2.23E-139
