time,reaPFan_y,reaPHeaPum_y,reaPPumEmi_y,oveTSet_u,reaTZon_y
1382400,510.20408163265313,2385.272769010943,20.498644281163177,294.34999999999997,294.4644011115877
1382430,510.20408163265313,2383.363419190125,20.498644281163177,294.34999999999997,294.46549742196714
1382460,510.20408163265313,2381.455542449975,20.498644281163177,294.34999999999997,294.46658882315296
1382490,510.20408163265313,2379.549846362387,20.498644281163177,294.34999999999997,294.46767368207367
1382520,510.20408163265313,2377.6465795945123,20.498644281163177,294.34999999999997,294.4687518883984
1382550,510.20408163265313,2375.745862369548,20.498644281163177,294.34999999999997,294.46982349198663
1382580,510.20408163265313,2373.8477607713394,20.498644281163177,294.34999999999997,294.47088855518814
1382610,510.20408163265313,2371.952300273617,20.498644281163177,294.34999999999997,294.47194714283046
1382640,510.20408163265313,2370.0594793900705,20.498644281163177,294.34999999999997,294.47299931903285
1382670,510.20408163265313,2368.1692801237946,20.498644281163177,294.34999999999997,294.47404514628045
1382700,510.20408163265313,2366.2816750763727,20.498644281163177,294.34999999999997,294.4750846852282
1382730,510.20408163265313,2364.3966319713472,20.498644281163177,294.34999999999997,294.4761179947236
1382760,510.20408163265313,2362.5141164054985,20.498644281163177,294.34999999999997,294.4771451318825
1382790,510.20408163265313,2360.634093473571,20.498644281163177,294.34999999999997,294.47816615216243
1382820,510.20408163265313,2358.756528703538,20.498644281163177,294.34999999999997,294.47918110942305
1382850,510.20408163265313,2356.881388586877,20.498644281163177,294.34999999999997,294.4801900559679
1382880,510.20408163265313,2355.008640877586,20.498644281163177,294.34999999999997,294.4811930425721
1382910,510.20408163265313,2353.138254762636,20.498644281163177,294.34999999999997,294.48219011849744
1382940,510.20408163265313,2351.2702009602326,20.498644281163177,294.34999999999997,294.4831813314984
1382970,510.20408163265313,2349.404451783503,20.498644281163177,294.34999999999997,294.4841667278208
1383000,510.20408163265313,2347.540981182404,20.498644281163177,294.34999999999997,294.48514635219647
1383030,510.20408163265313,2345.679764776827,20.498644281163177,294.34999999999997,294.486120247834
1383060,510.20408163265313,2343.8207798852222,20.498644281163177,294.34999999999997,294.4870884564084
1383090,510.20408163265313,2341.964005546798,20.498644281163177,294.34999999999997,294.48805101805107
1383120,510.20408163265313,2340.109422544094,20.498644281163177,294.34999999999997,294.4890079713391
1383150,510.20408163265313,2338.2570134206167,20.498644281163177,294.34999999999997,294.4899593532872
1383180,510.20408163265313,2336.4067624961654,20.498644281163177,294.34999999999997,294.49090519934134
1383210,510.20408163265313,2334.558655879946,20.498644281163177,294.34999999999997,294.4918455433743
1383240,510.20408163265313,2332.712681477934,20.498644281163177,294.34999999999997,294.49278041768497
1383270,510.20408163265313,2330.868828998824,20.498644281163177,294.34999999999997,294.4937098529997
1383300,510.20408163265313,2329.0270899542493,20.498644281163177,294.34999999999997,294.49463387847777
1383330,510.20408163265313,2327.187457655513,20.498644281163177,294.34999999999997,294.49555252171956
1383360,510.20408163265313,2325.349927206713,20.498644281163177,294.34999999999997,294.4964658087783
1383390,510.20408163265313,2323.5144954939797,20.498644281163177,294.34999999999997,294.49737376417414
1383420,510.20408163265313,2321.6811611688245,20.498644281163177,294.34999999999997,294.4982764109132
1383450,510.20408163265313,2319.849924630046,20.498644281163177,294.34999999999997,294.4991737705078
1383480,510.20408163265313,2318.020788000993,20.498644281163177,294.34999999999997,294.5000658630006
1383510,510.20408163265313,2316.1937551018445,20.498644281163177,294.34999999999997,294.50095270699165
1383540,510.20408163265313,2314.368831421113,20.498644281163177,294.34999999999997,294.50183431966724
1383570,510.20408163265313,2312.546024082727,20.498644281163177,294.34999999999997,294.50271071683187
1383600,510.20408163265313,2310.725341808683,20.498644281163177,294.34999999999997,294.5035819129424
1383630,510.20408163265313,2308.906794881795,20.498644281163177,294.34999999999997,294.5044479211439
1383660,510.20408163265313,2307.090395103921,20.498644281163177,294.34999999999997,294.5053087533077
1383690,510.20408163265313,2305.276155752341,20.498644281163177,294.34999999999997,294.50616442007106
1383720,510.20408163265313,2303.4640915348014,20.498644281163177,294.34999999999997,294.5070149308781
1383750,510.20408163265313,2301.6542185415574,20.498644281163177,294.34999999999997,294.5078602940223
1383780,510.20408163265313,2299.8465541968208,20.498644281163177,294.34999999999997,294.50870051669017
1383810,510.20408163265313,2298.0411172084205,20.498644281163177,294.34999999999997,294.50953560500534
1383840,510.20408163265313,2296.23792751655,20.498644281163177,294.34999999999997,294.5103655640738
1383870,510.20408163265313,2294.437006241151,20.498644281163177,294.34999999999997,294.51119039802984
1383900,510.20408163265313,2292.638375628964,20.498644281163177,294.34999999999997,294.51201011008186
1383930,510.20408163265313,2290.8420589998213,20.498644281163177,294.34999999999997,294.5128247025589
1383960,510.20408163265313,2289.0480806930937,20.498644281163177,294.34999999999997,294.51363417695677
1383990,510.20408163265313,2287.256466013414,20.498644281163177,294.34999999999997,294.51443853398473
