time,fcu_reaPHea_y,fcu_reaPFan_y,fcu_reaPCoo_y
1209600,2.2603034079751858e-174,0.0,0.0
1209630,2.438075252762762e-175,0.0,0.0
1209660,0.0,0.0,5.8015766512974025e-177
1209690,0.0,0.0,8.61893296811547e-177
1209720,8.497575130199357e-177,0.0,0.0
1209750,8.865943996565948e-177,0.0,0.0
1209780,0.0,0.0,1.0380488859327308e-178
1209810,0.0,0.0,5.09632312029571e-178
1209840,0.0,0.0,8.49507817404807e-180
1209870,3.680685345469167e-178,0.0,0.0
1209900,4.420326881678418e-179,0.0,0.0
1209930,0.0,0.0,2.14182967402969e-179
1209960,0.0,0.0,4.595043048118448e-180
1209990,1.3629624753217746e-179,0.0,0.0
1210020,4.4755880089433405e-180,0.0,0.0
1210050,0.0,0.0,7.278936425267781e-181
1210080,0.0,0.0,3.4563520849613696e-181
1210110,4.024004542916338e-181,0.0,0.0
1210140,2.774326550895872e-181,0.0,0.0
1210170,0.0,0.0,1.7588617331918204e-182
1210200,0.0,0.0,1.9675887424562956e-182
1210230,0.0,0.0,1.2719207562673248e-183
1210260,2.6182140019694477e-183,0.0,0.0
1210290,7.916904922986672e-184,0.0,0.0
1210320,0.19649542177287813,1.3995520544072158e-08,0.0
1210350,3.3450812689868847,4.0725489503563394e-06,0.0
1210380,7.234778401327079,1.9405975101428775e-05,0.0
1210410,11.456875959066545,5.038357103983067e-05,0.0
1210440,15.808141960113092,0.00010100640140739245,0.0
1210470,20.091044333944815,0.00017468608698406008,0.0
1210500,24.135920646302743,0.00027408327089022247,0.0
1210530,27.821666861829474,0.00040100675143498826,0.0
1210560,31.08621556948432,0.0005564335137965452,0.0
1210590,33.92814132594996,0.0007404759460520153,0.0
1210620,36.39778206405716,0.0009524306832017211,0.0
1210650,38.58086632275452,0.0011909062861293243,0.0
1210680,40.57801025453094,0.0014539306981102343,0.0
1210710,42.487086933663925,0.001739061064826612,0.0
1210740,44.38799501398908,0.002043526279525147,0.0
1210770,46.33727538513565,0.002364329734429108,0.0
1210800,48.36274091413781,0.002698406314696768,0.0
1210830,50.46884762584815,0.00304271379849301,0.0
1210860,52.64415732547827,0.0033943161258342164,0.0
1210890,54.866473174056644,0.0037504573787886133,0.0
1210920,57.10886374138131,0.0041086177517524825,0.0
1210950,59.34457364697298,0.004466559505952983,0.0
1210980,61.54991249903363,0.004822325696968029,0.0
1211010,63.70743901126069,0.0051745122516373915,0.0
1211040,65.80817504155372,0.005522555926624272,0.0
1211070,67.84722891225977,0.005866224443997016,0.0
1211100,69.82234455002465,0.006205414300173462,0.0
1211130,71.7348210137136,0.006540308478152449,0.0
1211160,73.58822942763858,0.006871326939173971,0.0
1211190,75.3878167885707,0.00719907297265689,0.0
1211220,77.139845607553,0.007524298333060276,0.0
1211250,78.85104431403691,0.007847863881806421,0.0
1211280,80.52810056317881,0.008170704287514634,0.0
1211310,82.17762720571386,0.008493798032504416,0.0
1211340,83.80583653025953,0.008818141022985128,0.0
1211370,85.4187680029228,0.00914472215582386,0.0
1211400,87.02166851457447,0.00947450171584953,0.0
1211430,88.61973872537318,0.00980837022869043,0.0
1211460,90.21767123067823,0.010147323156013655,0.0
1211490,91.81873550742588,0.01049203970322344,0.0
1211520,93.42597316108622,0.010843200255425236,0.0
1211550,95.0419048120311,0.01120141121545265,0.0
1211580,96.6685586729964,0.011567202457872044,0.0
1211610,98.30763208666484,0.011941057465360824,0.0
1211640,99.96033624291304,0.012323370664958627,0.0
1211670,101.62739794017591,0.012714439346200652,0.0
1211700,103.30912641874932,0.013114471550895816,0.0
1211730,105.00548089237456,0.013523595457212299,0.0
1211760,106.71612559039032,0.013941866938892666,0.0
1211790,108.44047587227386,0.014369275909705754,0.0
1211820,110.17774004446748,0.014805752452494105,0.0
1211850,111.92695898292271,0.0152511732052866,0.0
1211880,113.68704382261346,0.01570536804733331,0.0
1211910,115.45681130460503,0.016168126951995484,0.0
1211940,117.23501633869004,0.01663920684862215,0.0
1211970,119.02038149238231,0.017118338360296935,0.0
1212000,120.81162326104662,0.01760523231153258,0.0
1212030,122.60747507327828,0.018099585919434263,0.0
1212060,124.40670705311598,0.018601088595905025,0.0
1212090,126.20814261177988,0.01910942730053098,0.0
1212120,128.01067198482244,0.019624291395950486,0.0
1212150,129.81326286764968,0.020145376969917656,0.0
1212180,131.6149683328472,0.020672390600648016,0.0
1212210,133.41493220315473,0.02120505254465391,0.0
1212240,135.2123920296233,0.021743099324382863,0.0
1212270,137.0066746776483,0.022286284134381332,0.0
1212300,138.7971999129765,0.02283437959506002,0.0
1212330,140.58220240365094,0.02338678688643887,0.0
1212360,142.3634109801458,0.023943967202528945,0.0
1212390,144.14005391482593,0.024505624002194575,0.0
1212420,145.91166146510602,0.02507154570571798,0.0
1212450,147.67803686157148,0.02564160310386422,0.0
1212480,149.4390596756301,0.026215689594944146,0.0
1212510,151.19467378621772,0.026793718278174932,0.0
1212540,152.94488689791802,0.027375623336327454,0.0
1212570,154.68976300494978,0.02796135877118137,0.0
1212600,156.4294112929847,0.02855089558024805,0.0
1212630,158.16397656440938,0.02914421917387211,0.0
1212660,159.89363177686243,0.029741327335193943,0.0
1212690,161.61857195107362,0.030342228520831325,0.0
1212720,163.33900879622567,0.030946940298754652,0.0
1212750,165.05516576381498,0.03155548783227481,0.0
1212780,166.76727347879697,0.03216790240012064,0.0
1212810,168.47556558228226,0.0327842199741209,0.0
1212840,170.18027502330392,0.03340447987872364,0.0
1212870,171.88163081736428,0.03402872355017472,0.0
1212900,173.57985528849633,0.034656993412619,0.0
1212930,175.27516180063463,0.03528933188453679,0.0
1212960,176.96775266878518,0.03592578041730244,0.0
1212990,178.65781782683447,0.036566378773048004,0.0
1213020,180.34553372212306,0.03721116437141817,0.0
1213050,182.03106256783542,0.03786017175534915,0.0
1213080,183.7145519122193,0.038513432168128005,0.0
1213110,185.3961344927222,0.039170973236221374,0.0
1213140,187.07592834038832,0.03983281875048251,0.0
1213170,188.75403710009064,0.04049898853754917,0.0
1213200,190.43055205166698,0.04116949902188693,0.0
1213230,192.10468909869263,0.041844010090013414,0.0
1213260,193.77785242765063,0.042523071707475206,0.0
1213290,195.44995025117987,0.043206632854821195,0.0
