time,oveTSet_u,reaTZon_y
1970-01-17 00:00:00,294.34999999999997,294.4644011115877
1970-01-17 00:00:30,294.35,294.4654974219668
1970-01-17 00:01:00,294.35,294.4665888231526
1970-01-17 00:01:30,294.35,294.4676736820733
1970-01-17 00:02:00,294.35,294.4687518883981
1970-01-17 00:02:30,294.35,294.4698234919863
1970-01-17 00:03:00,294.35,294.4708885551878
1970-01-17 00:03:30,294.35,294.4719471428301
1970-01-17 00:04:00,294.35,294.4729993190325
1970-01-17 00:04:30,294.35,294.4740451462801
1970-01-17 00:05:00,294.35,294.47508468522784
1970-01-17 00:05:30,294.35,294.4761179947233
1970-01-17 00:06:00,294.35,294.47714513188214
1970-01-17 00:06:30,294.35,294.4781661521621
1970-01-17 00:07:00,294.35,294.4791811094227
1970-01-17 00:07:30,294.35,294.48019005596757
1970-01-17 00:08:00,294.35,294.48119304257176
1970-01-17 00:08:30,294.35,294.4821901184971
1970-01-17 00:09:00,294.35,294.48318133149803
1970-01-17 00:09:30,294.35,294.4841667278205
1970-01-17 00:10:00,294.35,294.4851463521962
1970-01-17 00:10:30,294.35,294.48612024783364
1970-01-17 00:11:00,294.35,294.4870884564082
1970-01-17 00:11:30,294.35,294.4880510180508
1970-01-17 00:12:00,294.35,294.48900797133876
1970-01-17 00:12:30,294.35,294.4899593532869
1970-01-17 00:13:00,294.35,294.49090519934106
1970-01-17 00:13:30,294.35,294.49184554337404
1970-01-17 00:14:00,294.35,294.49278041768457
1970-01-17 00:14:30,294.35,294.49370985299936
1970-01-17 00:15:00,294.35,294.49463387847743
1970-01-17 00:15:30,294.35,294.49555252171933
1970-01-17 00:16:00,294.35,294.49646580877794
1970-01-17 00:16:30,294.35,294.49737376417386
1970-01-17 00:17:00,294.35,294.4982764109128
1970-01-17 00:17:30,294.35,294.4991737705074
1970-01-17 00:18:00,294.35,294.5000658630003
1970-01-17 00:18:30,294.35,294.50095270699137
1970-01-17 00:19:00,294.35,294.5018343196669
1970-01-17 00:19:30,294.35,294.5027107168316
1970-01-17 00:20:00,294.35,294.5035819129421
1970-01-17 00:20:30,294.35,294.5044479211436
1970-01-17 00:21:00,294.35,294.5053087533074
1970-01-17 00:21:30,294.35,294.5061644200707
1970-01-17 00:22:00,294.35,294.50701493087774
1970-01-17 00:22:30,294.35,294.50786029402207
1970-01-17 00:23:00,294.35,294.50870051668994
