time,chi_reaPChi_y,hvac_reaAhu_PFanSup_y,heaPum_reaPHeaPum_y,chi_reaPPumDis_y,hvac_reaAhu_PPumCoo_y,heaPum_reaPPumDis_y,hvac_reaAhu_PPumHea_y
6652800,0.06020602719116375,-9.726795832279896e-16,1.8424327092391193,0.002211891857054836,0.0,0.005769970211294388,0
6652830,0.0602053552895353,-9.120077053364498e-16,1.842432672254023,0.002211891857054836,0.0,0.005769970211294388,0
6652860,0.06020468337400884,-8.341508888650169e-16,1.8424326352540326,0.002211891857054836,0.0,0.005769970211294388,0
6652890,0.06020401144457301,-7.597672389276256e-16,1.8424325982391103,0.002211891857054836,0.0,0.005769970211294388,0
6652920,0.06020333950040377,-6.946333068083242e-16,1.8424325612082633,0.002211891857054836,0.0,0.005769970211294388,0
6652950,0.06020266754124516,-6.379531585097282e-16,1.8424325241611665,0.002211891857054836,0.0,0.005769970211294388,0
6652980,0.06020199556702058,-5.783907643721188e-16,1.8424324870976931,0.002211891857054836,0.0,0.005769970211294388,0
6653010,0.06020132357770797,-5.420069330068286e-16,1.8424324500177838,0.002211891857054836,0.0,0.005769970211294388,0
6653040,0.06020065157330117,-5.018725641690143e-16,1.8424324129214085,0.002211891857054836,0.0,0.005769970211294388,0
6653070,0.060199979553799056,-4.585665189476828e-16,1.8424323758085208,0.002211891857054836,0.0,0.005769970211294388,0
6653100,0.06019930751920221,-4.262347152054412e-16,1.8424323386791004,0.002211891857054836,0.0,0.005769970211294388,0
6653130,0.06019863546951208,-3.9508475285325535e-16,1.842432301533108,0.002211891857054836,0.0,0.005769970211294388,0
6653160,0.06019796340472996,-3.651166318911254e-16,1.84243226437052,0.002211891857054836,0.0,0.005769970211294388,0
6653190,0.060197291324857384,-3.2435516354022023e-16,1.842432227191298,0.002211891857054836,0.0,0.005769970211294388,0
6653220,0.06019661922989604,-2.9725722881108306e-16,1.8424321899954186,0.002211891857054836,0.0,0.005769970211294388,0
6653250,0.060195947119847305,-2.74971076884316e-16,1.8424321527828453,0.002211891857054836,0.0,0.005769970211294388,0
6653280,0.06019527499471296,-2.4660688352297603e-16,1.8424321155535481,0.002211891857054836,0.0,0.005769970211294388,0
6653310,0.06019460285449433,-2.2966313706350225e-16,1.8424320783074977,0.002211891857054836,0.0,0.005769970211294388,0
6653340,0.060193930699192946,-2.006839037950924e-16,1.8424320410446662,0.002211891857054836,0.0,0.005769970211294388,0
6653370,0.06019325852881035,-1.8843134407777892e-16,1.8424320037650197,0.002211891857054836,0.0,0.005769970211294388,0
6653400,0.060192586343348294,-1.7365832670208105e-16,1.842431966468526,0.002211891857054836,0.0,0.005769970211294388,0
6653430,0.06019191414280814,-1.5127569792714617e-16,1.842431929155157,0.002211891857054836,0.0,0.005769970211294388,0
6653460,0.06019124192719159,-1.3550173325170715e-16,1.8424318918248814,0.002211891857054836,0.0,0.005769970211294388,0
6653490,0.0601905696965001,-1.205960602097785e-16,1.8424318544776686,0.002211891857054836,0.0,0.005769970211294388,0
6653520,0.060189897450735115,-1.0430353247543744e-16,1.8424318171134855,0.002211891857054836,0.0,0.005769970211294388,0
6653550,0.06018922518989843,-9.127915797278136e-17,1.842431779732306,0.002211891857054836,0.0,0.005769970211294388,0
6653580,0.060188552913991375,-8.108879088505506e-17,1.842431742334098,0.002211891857054836,0.0,0.005769970211294388,0
6653610,0.060187880623015506,-6.965628437716807e-17,1.8424317049188255,0.002211891857054836,0.0,0.005769970211294388,0
6653640,0.06018720831697257,-5.909206950279147e-17,1.8424316674864647,0.002211891857054836,0.0,0.005769970211294388,0
6653670,0.060186535995863856,-4.786457629726109e-17,1.842431630036982,0.002211891857054836,0.0,0.005769970211294388,0
6653700,0.06018586365969119,-4.056851465456949e-17,1.8424315925703476,0.002211891857054836,0.0,0.005769970211294388,0
6653730,0.06018519130845593,-3.136703526056339e-17,1.8424315550865267,0.002211891857054836,0.0,0.005769970211294388,0
6653760,0.06018451894215958,-2.4420702192480148e-17,1.8424315175854944,0.002211891857054836,0.0,0.005769970211294388,0
6653790,0.06018384656080371,-1.9295369633564562e-17,1.8424314800672188,0.002211891857054836,0.0,0.005769970211294388,0
6653820,0.06018317416439004,-1.3940904560250396e-17,1.842431442531665,0.002211891857054836,0.0,0.005769970211294388,0
6653850,0.06018250175291996,-8.152293670181026e-18,1.8424314049788069,0.002211891857054836,0.0,0.005769970211294388,0
6653880,0.06018182932639517,-4.8238424083911405e-18,1.8424313674086106,0.002211891857054836,0.0,0.005769970211294388,0
6653910,0.06018115688481703,-2.7134113547200164e-18,1.842431329821047,0.002211891857054836,0.0,0.005769970211294388,0
6653940,0.060180484428187124,-1.2059606020977851e-18,1.8424312922160926,0.002211891857054836,0.0,0.005769970211294388,0
6653970,0.06017981195650717,-4.82384240839114e-20,1.8424312545937005,0.002211891857054836,0.0,0.005769970211294388,0
6654000,0.060179139469778514,-4.341458167552026e-19,1.842431216953853,0.002211891857054836,0.0,0.005769970211294388,0
6654030,0.06017846696800288,-1.2059606020977851e-18,1.842431179296512,0.002211891857054836,0.0,0.005769970211294388,0
6654060,0.06017779445118167,-4.3535177735730044e-18,1.8424311416216503,0.002211891857054836,0.0,0.005769970211294388,0
6654090,0.060177121919316366,-9.454731120446635e-18,1.8424311039292418,0.002211891857054836,0.0,0.005769970211294388,0
6654120,0.06017644937240859,-1.4773017375697865e-17,1.8424310662192498,0.002211891857054836,0.0,0.005769970211294388,0
6654150,0.060175776810460054,-1.9295369633564562e-17,1.842431028491644,0.002211891857054836,0.0,0.005769970211294388,0
6654180,0.06017510423347208,-2.4420702192480148e-17,1.8424309907463947,0.002211891857054836,0.0,0.005769970211294388,0
6654210,0.060174431641446396,-3.516581115717141e-17,1.8424309529834682,0.002211891857054836,0.0,0.005769970211294388,0
6654240,0.060173759034384426,-4.487379400405858e-17,1.8424309152028382,0.002211891857054836,0.0,0.005769970211294388,0
6654270,0.06017308641228766,-5.576361824100158e-17,1.8424308774044726,0.002211891857054836,0.0,0.005769970211294388,0
6654300,0.060172413775157904,-6.783528386800041e-17,1.8424308395883426,0.002211891857054836,0.0,0.005769970211294388,0
6654330,0.060171741122996406,-8.108879088505506e-17,1.8424308017544146,0.002211891857054836,0.0,0.005769970211294388,0
6654360,0.06017106845580494,-9.552413929216555e-17,1.842430763902657,0.002211891857054836,0.0,0.005769970211294388,0
6654390,0.06017039577358491,-1.1114132908933187e-16,1.8424307260330421,0.002211891857054836,0.0,0.005769970211294388,0
6654420,0.06016972307633788,-1.27940360276554e-16,1.842430688145539,0.002211891857054836,0.0,0.005769970211294388,0
6654450,0.06016905036406531,-1.4066324462868565e-16,1.8424306502401144,0.002211891857054836,0.0,0.005769970211294388,0
6654480,0.06016837763676894,-1.5672663984862814e-16,1.8424306123167389,0.002211891857054836,0.0,0.005769970211294388,0
6654510,0.06016770489445037,-1.679179542360956e-16,1.8424305743753833,0.002211891857054836,0.0,0.005769970211294388,0
6654540,0.06016703213711077,-1.824497794913739e-16,1.842430536416017,0.002211891857054836,0.0,0.005769970211294388,0
6654570,0.06016635936475202,-2.006839037950924e-16,1.8424304984386037,0.002211891857054836,0.0,0.005769970211294388,0
6654600,0.06016568657720398,-2.069548989260009e-16,1.842430460442916,0.002211891857054836,0.0,0.005769970211294388,0
6654630,0.06016501377427605,-2.1332237090507718e-16,1.8424304224286872,0.002211891857054836,0.0,0.005769970211294388,0
6654660,0.06016434095676356,-2.1978631973232132e-16,1.8424303843968424,0.002211891857054836,0.0,0.005769970211294388,0
6654690,0.060163668124354766,-2.1978631973232132e-16,1.8424303463469682,0.002211891857054836,0.0,0.005769970211294388,0
6654720,0.060162995276926624,-2.1012657530951806e-16,1.8424303082788913,0.002211891857054836,0.0,0.005769970211294388,0
6654750,0.060162322414484416,-2.0380734175452567e-16,1.8424302701925817,0.002211891857054836,0.0,0.005769970211294388,0
6654780,0.06016164953703341,-1.975845850477011e-16,1.8424302320880175,0.002211891857054836,0.0,0.005769970211294388,0
6654810,0.06016097664457575,-1.7949517601623432e-16,1.8424301939651633,0.002211891857054836,0.0,0.005769970211294388,0
