time,PriceElectricPowerConstant,PriceGasPower,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul,PriceElectricPowerDynamic,UpperSetp[1],LowerSetp[1],InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1],Occupancy[1],UpperCO2[1],PriceElectricPowerHighlyDynamic,EmissionsElectricPower,EmissionsGasPower
1970-12-01 00:00:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,257.25,0.0,0.0,0.0,0.24,0.0,77777.0,4.5,4.71238898038,0.0,254.093638127,236.0,28857600,2.82605301397,-1.25525668718,-0.380790944583,28858225.5209,2095.48778911,273.85,269.204051231,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0045339,0.6618,0.18108
1970-12-01 00:15:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,259.8647400515,0.0,0.0,0.0,0.3825,0.0,77777.0,4.25,4.025165587408334,0.0,254.3107637815,236.2265625,28858500,2.8130873373,-1.2422910105033331,-0.3808183934425,28859125.280383334,2095.5532214616665,273.3793402778333,269.7169204851666,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0045339,0.6618,0.18108
1970-12-01 00:30:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,264.515098345,0.0,0.0,0.0,0.62,0.0,77777.0,4.0,2.87979326579,0.0,255.00825031,238.09375,28859400,2.79435234055,-1.22355601376,-0.380845833932,28860025.0398,2095.61865382,272.897916667,270.745553304,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0045339,0.6618,0.18108
1970-12-01 00:45:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,269.22205774216667,0.0,0.0,0.0,0.8574999999999999,0.0,77777.0,3.75,1.7344209441716667,0.0,255.6726702853333,240.8984375,28860300,2.7659795233633333,-1.1951831965716666,-0.380873257682,28860924.7992,2095.684086168333,272.4178819445,271.6293367993334,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0045339,0.6618,0.18108
1970-12-01 01:00:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,271.95,0.0,0.0,0.0,1.0,0.0,77777.0,3.5,1.0471975512,0.0,255.869008818,243.0,28861200,2.73377246955,-1.16297614275,-0.38090067306,28861824.5586,2095.74951851,271.95,271.95,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0037885,0.6618,0.18108
1970-12-01 01:15:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,271.62308599816663,0.0,0.0,0.0,1.0,0.0,77777.0,3.315625,1.0471975512,0.0,255.39240445450002,242.02687278349998,28862100,2.6956121310750003,-1.1248158042766667,-0.3809280716948333,28862724.317883335,2095.8149508566667,271.54259259233334,271.54259259233334,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0037885,0.6618,0.18108
1970-12-01 01:30:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,271.248246633,0.0,0.0,0.0,1.0,0.0,77777.0,3.1875,1.0471975512,0.0,254.959621933,239.876994681,28863000,2.6552074389,-1.08441111211,-0.380955461957,28863624.0771,2095.88038319,271.172222222,271.172222222,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0037885,0.6618,0.18108
1970-12-01 01:45:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,270.8745761788333,0.0,0.0,0.0,1.0,0.0,77777.0,3.1343750000000004,1.0471975512,0.0,254.58715821183335,237.80912012416667,28863900,2.61138025976,-1.0405839329688333,-0.38098283547233336,28864523.836283334,2095.9458155283332,270.85370370366667,270.85370370366667,0.0444,303.15,288.15,46.464,36.096,0,0,1500,0.0037885,0.6618,0.18108
1970-12-01 02:00:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,270.55,0.0,0.0,0.0,1.0,0.0,77777.0,3.1,1.0471975512,0.0,254.230963502,237.0,28864800,2.5662750095,-0.995478682703,-0.381010200613,28865423.5954,2096.01124786,270.55,270.55,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-1.45e-05,0.6618,0.18108
1970-12-01 02:15:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,270.29422929450004,0.0,0.0,0.0,1.0,0.1875,68050.0625,3.075,1.0471975512,0.1875,255.67210602433335,243.3630887435,28865700,2.519223789505,-0.9484274627066667,-0.381037549003,28866323.354483332,2096.0766801883333,270.269212963,270.269212963,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-1.45e-05,0.6618,0.18108
1970-12-01 02:30:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,270.036886503,0.0,0.0,0.0,1.0,0.5,51838.5,3.05,1.0471975512,0.5,257.283647064,253.186306601,28866600,2.47144811529,-0.900651788493,-0.381064889017,28867223.1135,2096.14211251,270.002777778,270.002777778,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-1.45e-05,0.6618,0.18108
1970-12-01 02:45:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,269.7882860431667,0.0,0.0,0.0,1.0,0.8125,35626.9375,3.025,1.0471975512,0.8125,259.85683540049996,262.55198672483334,28867500,2.42258192847,-0.8517856016721667,-0.3810922122775,28868122.87248333,2096.207544828333,269.76782407433336,269.76782407433336,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-1.45e-05,0.6618,0.18108
1970-12-01 03:00:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,269.55,0.0,0.0,0.0,1.0,1.0,25900.0,3.0,1.0471975512,1.0,262.287152715,268.0,28868400,2.37331980617,-0.802523479376,-0.38111952716,28869022.6314,2096.27297714,269.55,269.55,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-0.0010346,0.6618,0.18108
1970-12-01 03:15:00,0.05461,0.002878,101325,-1.83015225364,0.693942910593,269.3302083333333,0.0,0.0,0.0,0.9969444444445,1.0,25900.0,2.975,1.0471975512,1.0,262.0562001431667,267.34859584850005,28869300,2.3234914198650003,-0.75269509307,-0.38114682528516663,28869922.39028333,2096.3384094499997,269.36517857116667,269.351084511,0.0444,303.15,288.15,46.464,36.096,0,0,1500,-0.0010346,0.6618,0.18108
