time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y
1970-12-01 00:00:00,2.51E-20,0,2.95E-08
1970-12-01 00:00:30,3.03E-22,0,3.25E-09
1970-12-01 00:01:00,3.65E-24,0,3.58E-10
1970-12-01 00:01:30,5.05E-26,1.41E-10,0
1970-12-01 00:02:00,2.21E-27,2.95E-11,0
1970-12-01 00:02:30,1.33E-28,0,2.18E-12
1970-12-01 00:03:00,1.84E-27,2.70E-11,0
1970-12-01 00:03:30,5.04E-28,1.42E-11,0
1970-12-01 00:04:00,7.08E-33,0,1.60E-14
1970-12-01 00:04:30,3.94E-30,0,3.78E-13
1970-12-01 00:05:00,2.82E-32,1.07E-13,0
1970-12-01 00:05:30,1.22E-31,2.23E-13,0
1970-12-01 00:06:00,1.79E-34,8.54E-15,0
1970-12-01 00:06:30,1.87E-33,0,8.31E-15
1970-12-01 00:07:00,1.12E-35,0,6.43E-16
1970-12-01 00:07:30,3.59E-35,3.86E-15,0
1970-12-01 00:08:00,7.41E-37,5.55E-16,0
1970-12-01 00:08:30,5.79E-37,0,1.47E-16
1970-12-01 00:09:00,2.50E-38,0,3.07E-17
1970-12-01 00:09:30,9.31E-39,6.25E-17,0
1970-12-01 00:10:00,7.52E-40,1.78E-17,0
1970-12-01 00:10:30,1.36E-40,0,2.28E-18
1970-12-01 00:11:00,1.95E-41,0,8.63E-19
1970-12-01 00:11:30,1.85E-42,8.87E-19,0
1970-12-01 00:12:00,4.68E-43,4.47E-19,0
1970-12-01 00:12:30,2.20E-44,0,2.92E-20
1970-12-01 00:13:00,1.05E-44,0,2.01E-20
1970-12-01 00:13:30,2.16E-46,9.67E-21,0
1970-12-01 00:14:00,2.22E-46,9.80E-21,0
1970-12-01 00:14:30,1.43E-48,0,2.37E-22
1970-12-01 00:15:00,4.47E-48,0,4.19E-22
1970-12-01 00:15:30,2.33E-51,3.19E-23,0
1970-12-01 00:16:00,8.63E-50,1.94E-22,0
1970-12-01 00:16:30,8.96E-53,6.27E-24,0
1970-12-01 00:17:00,1.59E-51,0,7.94E-24
1970-12-01 00:17:30,1.21E-53,0,6.93E-25
1970-12-01 00:18:00,2.82E-53,3.53E-24,0
1970-12-01 00:18:30,5.88E-55,5.10E-25,0
1970-12-01 00:19:00,4.76E-55,0,1.38E-25
1970-12-01 00:19:30,2.04E-56,0,2.86E-26
1970-12-01 00:20:00,7.63E-57,5.83E-26,0
1970-12-01 00:20:30,5.94E-58,1.63E-26,0
1970-12-01 00:21:00,1.15E-58,0,2.15E-27
1970-12-01 00:21:30,1.55E-59,0,7.89E-28
1970-12-01 00:22:00,1.62E-60,8.51E-28,0
1970-12-01 00:22:30,3.73E-61,4.08E-28,0
1970-12-01 00:23:00,2.06E-62,0,2.88E-29
1970-12-01 00:23:30,8.44E-63,0,1.84E-29
1970-12-01 00:24:00,2.25E-64,1.00E-29,0
1970-12-01 00:24:30,1.82E-64,9.03E-30,0
1970-12-01 00:25:00,1.88E-66,0,2.75E-31
1970-12-01 00:25:30,3.75E-66,0,3.89E-31
1970-12-01 00:26:00,6.55E-68,1.71E-31,0
1970-12-01 00:26:30,3.87E-69,0,1.25E-32
1970-12-01 00:27:00,3.73E-70,1.29E-32,0
1970-12-01 00:27:30,1.14E-72,7.15E-34,0
1970-12-01 00:28:00,1.34E-71,0,7.34E-34
1970-12-01 00:28:30,7.23E-71,5.69E-33,0
1970-12-01 00:29:00,3.62E-75,0,1.21E-35
1970-12-01 00:29:30,1.96E-78,0,2.81E-37
1970-12-01 00:30:00,1.07E-79,0,6.56E-38
1970-12-01 00:30:30,1.89E-81,0,8.71E-39
1970-12-01 00:31:00,3.98E-81,4.21E-38,0
1970-12-01 00:31:30,7.40E-80,0,5.44E-38
1970-12-01 00:32:00,3.24E-81,0,1.14E-38
1970-12-01 00:32:30,5.29E-84,1.53E-39,0
1970-12-01 00:33:00,1.07E-83,2.18E-39,0
1970-12-01 00:33:30,2.74E-85,3.48E-40,0
1970-12-01 00:34:00,3.65E-87,0,1.20E-41
1970-12-01 00:34:30,1.40E-87,0,7.45E-42
1970-12-01 00:35:00,1.73E-89,0,8.27E-43
1970-12-01 00:35:30,1.11E-90,6.99E-43,0
1970-12-01 00:36:00,1.62E-91,2.66E-43,0
1970-12-01 00:36:30,5.25E-94,1.51E-44,0
1970-12-01 00:37:00,2.45E-94,0,3.10E-45
1970-12-01 00:37:30,1.59E-95,0,7.88E-46
1970-12-01 00:38:00,3.28E-99,3.76E-47,0
1970-12-01 00:38:30,4.40E-98,1.38E-46,0
1970-12-01 00:39:00,1.18E-99,2.26E-47,0
1970-12-01 00:39:30,2.12E-101,0,9.05E-49
1970-12-01 00:40:00,6.69E-102,0,5.07E-49
1970-12-01 00:40:30,4.60E-104,0,4.19E-50
1970-12-01 00:41:00,9.91E-105,6.48E-50,0
1970-12-01 00:41:30,8.57E-106,1.90E-50,0
1970-12-01 00:42:00,4.04E-110,0,3.91E-53
1970-12-01 00:42:30,2.78E-108,0,3.24E-52
1970-12-01 00:43:00,8.81E-110,0,5.75E-53
1970-12-01 00:43:30,9.41E-112,1.98E-53,0
1970-12-01 00:44:00,1.94E-113,0,8.50E-55
1970-12-01 00:44:30,7.30E-115,5.49E-55,0
1970-12-01 00:45:00,7.59E-116,0,5.30E-56
1970-12-01 00:45:30,1.43E-118,7.66E-57,0
1970-12-01 00:46:00,2.97E-118,1.10E-56,0
1970-12-01 00:46:30,3.23E-118,1.15E-56,0
1970-12-01 00:47:00,4.16E-118,1.30E-56,0
1970-12-01 00:47:30,3.81E-120,0,3.71E-58
1970-12-01 00:48:00,9.05E-120,0,5.71E-58
1970-12-01 00:48:30,2.68E-122,1.03E-58,0
1970-12-01 00:49:00,8.91E-124,1.88E-59,0
1970-12-01 00:49:30,1.37E-124,0,2.21E-60
1970-12-01 00:50:00,1.66E-123,2.55E-59,0
1970-12-01 00:50:30,4.95E-124,1.39E-59,0
1970-12-01 00:51:00,3.36E-126,1.14E-60,0
1970-12-01 00:51:30,7.81E-126,1.74E-60,0
1970-12-01 00:52:00,3.10E-126,0,3.28E-61
1970-12-01 00:52:30,2.08E-126,8.93E-61,0
1970-12-01 00:53:00,2.81E-124,0,3.11E-60
1970-12-01 00:53:30,9.10E-125,0,1.76E-60
1970-12-01 00:54:00,8.84E-128,0,5.48E-62
1970-12-01 00:54:30,6.14E-127,4.80E-61,0
1970-12-01 00:55:00,1.52E-129,0,7.15E-63
1970-12-01 00:55:30,1.94E-128,0,2.55E-62
1970-12-01 00:56:00,9.34E-131,0,1.76E-63
1970-12-01 00:56:30,2.78E-130,1.01E-62,0
1970-12-01 00:57:00,3.20E-132,1.08E-63,0
1970-12-01 00:57:30,5.23E-132,0,4.14E-64
1970-12-01 00:58:00,1.55E-133,0,7.11E-65
1970-12-01 00:58:30,8.11E-134,1.71E-64,0
1970-12-01 00:59:00,4.55E-135,4.04E-65,0
1970-12-01 00:59:30,1.27E-135,0,6.40E-66
1970-12-01 01:00:00,1.25E-136,0,2.00E-66
1970-12-01 01:00:30,1.82E-137,2.53E-66,0
1970-12-01 01:01:00,3.05E-138,1.04E-66,0
1970-12-01 01:01:30,2.43E-139,0,8.74E-68
1970-12-01 01:02:00,7.00E-140,0,4.68E-68
1970-12-01 01:02:30,2.87E-141,3.16E-68,0
1970-12-01 01:03:00,1.51E-141,2.28E-68,0
1970-12-01 01:03:30,2.86E-143,0,9.41E-70
1970-12-01 01:04:00,3.13E-143,0,9.81E-70
1970-12-01 01:04:30,2.03E-145,2.63E-70,0
1970-12-01 01:05:00,6.21E-145,4.59E-70,0
1970-12-01 01:05:30,5.03E-148,0,3.91E-72
1970-12-01 01:06:00,1.19E-146,0,1.90E-71
1970-12-01 01:06:30,5.27E-150,0,3.98E-73
1970-12-01 01:07:00,2.21E-148,8.57E-72,0
1970-12-01 01:07:30,1.08E-150,5.97E-73,0
1970-12-01 01:08:00,3.96E-150,0,3.43E-73
1970-12-01 01:08:30,5.68E-152,0,4.10E-74
1970-12-01 01:09:00,6.88E-152,1.50E-73,0
1970-12-01 01:09:30,2.05E-153,2.59E-74,0
1970-12-01 01:10:00,1.16E-153,0,5.81E-75
1970-12-01 01:10:30,6.16E-155,0,1.34E-75
1970-12-01 01:11:00,1.87E-155,2.45E-75,0
1970-12-01 01:11:30,1.65E-156,7.28E-76,0
1970-12-01 01:12:00,2.90E-157,0,9.13E-77
1970-12-01 01:12:30,4.12E-158,0,3.43E-77
1970-12-01 01:13:00,4.27E-159,3.68E-77,0
1970-12-01 01:13:30,9.72E-160,1.75E-77,0
1970-12-01 01:14:00,5.85E-161,0,1.29E-78
1970-12-01 01:14:30,2.20E-161,0,7.87E-79
1970-12-01 01:15:00,7.25E-163,4.76E-79,0
1970-12-01 01:15:30,4.79E-163,3.86E-79,0
1970-12-01 01:16:00,7.64E-165,0,1.46E-80
1970-12-01 01:16:30,1.02E-164,0,1.68E-80
1970-12-01 01:17:00,5.85E-167,4.24E-81,0
1970-12-01 01:17:30,2.09E-166,8.01E-81,0
1970-12-01 01:18:00,1.71E-169,0,6.85E-83
1970-12-01 01:18:30,4.21E-168,0,3.40E-82
1970-12-01 01:19:00,1.29E-171,0,5.93E-84
1970-12-01 01:19:30,8.26E-170,1.58E-82,0
1970-12-01 01:20:00,3.35E-172,1.01E-83,0
1970-12-01 01:20:30,1.58E-171,0,6.53E-84
1970-12-01 01:21:00,1.97E-173,0,7.28E-85
1970-12-01 01:21:30,2.93E-173,2.96E-84,0
1970-12-01 01:22:00,7.79E-175,4.81E-85,0
1970-12-01 01:22:30,5.28E-175,0,1.19E-85
1970-12-01 01:23:00,2.55E-176,0,2.60E-86
1970-12-01 01:23:30,9.15E-177,5.19E-86,0
1970-12-01 01:24:00,7.46E-178,1.48E-86,0
1970-12-01 01:24:30,1.51E-178,0,2.00E-87
1970-12-01 01:25:00,2.01E-179,0,7.27E-88
1970-12-01 01:25:30,2.35E-180,8.28E-88,0
1970-12-01 01:26:00,5.12E-181,3.86E-88,0
1970-12-01 01:26:30,3.37E-182,0,2.96E-89
1970-12-01 01:27:00,1.24E-182,0,1.80E-89
1970-12-01 01:27:30,4.27E-184,1.11E-89,0
1970-12-01 01:28:00,2.88E-184,9.10E-90,0
1970-12-01 01:28:30,4.39E-186,0,3.36E-91
1970-12-01 01:29:00,6.44E-186,0,4.07E-91
1970-12-01 01:29:30,2.88E-188,9.05E-92,0
1970-12-01 01:30:00,1.39E-187,1.99E-91,0
1970-12-01 01:30:30,2.43E-191,0,7.86E-94
1970-12-01 01:31:00,2.88E-189,0,8.56E-93
1970-12-01 01:31:30,4.50E-192,0,3.38E-94
1970-12-01 01:32:00,5.76E-191,4.02E-93,0
1970-12-01 01:32:30,5.03E-193,3.75E-94,0
1970-12-01 01:33:00,1.10E-192,0,1.67E-94
1970-12-01 01:33:30,2.51E-194,0,2.51E-95
1970-12-01 01:34:00,2.03E-194,7.51E-95,0
1970-12-01 01:34:30,9.30E-196,1.61E-95,0
1970-12-01 01:35:00,3.52E-196,0,2.96E-96
1970-12-01 01:35:30,2.93E-197,0,8.53E-97
1970-12-01 01:36:00,5.74E-198,1.26E-96,0
1970-12-01 01:36:30,8.28E-199,4.77E-97,0
1970-12-01 01:37:00,8.61E-200,0,4.61E-98
1970-12-01 01:37:30,2.16E-200,0,2.31E-98
1970-12-01 01:38:00,1.15E-201,1.77E-98,0
1970-12-01 01:38:30,5.30E-202,1.20E-98,0
1970-12-01 01:39:00,1.27E-203,0,5.57E-100
1970-12-01 01:39:30,1.23E-203,0,5.49E-100
1970-12-01 01:40:00,9.65E-206,1.62E-100,0
1970-12-01 01:40:30,2.72E-205,2.71E-100,0
1970-12-01 01:41:00,2.14E-208,0,2.28E-102
1970-12-01 01:41:30,5.73E-207,0,1.18E-101
1970-12-01 01:42:00,5.17E-210,0,3.54E-103
1970-12-01 01:42:30,1.15E-208,5.57E-102,0
1970-12-01 01:43:00,9.02E-211,4.92E-103,0
1970-12-01 01:43:30,2.20E-210,0,2.31E-103
1970-12-01 01:44:00,4.97E-212,0,3.46E-104
1970-12-01 01:44:30,3.99E-212,1.03E-103,0
1970-12-01 01:45:00,1.91E-213,2.26E-104,0
1970-12-01 01:45:30,6.79E-214,0,4.04E-105
1970-12-01 01:46:00,6.09E-215,0,1.21E-105
1970-12-01 01:46:30,1.07E-215,1.69E-105,0
1970-12-01 01:47:00,1.72E-216,6.76E-106,0
1970-12-01 01:47:30,1.53E-217,0,6.04E-107
1970-12-01 01:48:00,4.47E-218,0,3.26E-107
1970-12-01 01:48:30,1.88E-219,2.23E-107,0
1970-12-01 01:49:00,1.08E-219,1.69E-107,0
1970-12-01 01:49:30,1.80E-221,0,6.53E-109
1970-12-01 01:50:00,2.46E-221,0,7.64E-109
1970-12-01 01:50:30,9.50E-224,1.58E-109,0
1970-12-01 01:51:00,5.31E-223,3.74E-109,0
1970-12-01 01:51:30,1.67E-230,0,1.98E-113
1970-12-01 01:52:00,1.09E-224,0,1.60E-110
1970-12-01 01:52:30,3.96E-227,0,9.67E-112
1970-12-01 01:53:00,2.11E-226,7.43E-111,0
